編號,成語,釋義,用法說明-語義說明,三歲版解釋
288,銳不可當,"「銳不可當」的「銳」，典源作「鋒」。形容氣勢威猛，所向無敵。※語或本《史記．卷九二．淮陰侯列傳》。
△「勢不可當」、「勢如破竹」",形容氣勢威猛，所向無敵。,形容力量很強，衝出去沒有人能擋得住，勢頭很猛。
289,錙銖必較,"「錙銖必較」，典源作「計較錙銖」。連很少的錢或很小的事情都非常計較。※語或本北齊．顏之推《顏氏家訓．治家》。
△「斤斤計較」",計較小錢。貶義。＆形容對很小的事十分計較。,對一點小錢或小事都很在意、愛挑剔，讓人不舒服。
290,苦心孤詣,"費盡心思，專心研究，達到他人所無法達到的境地。※語本清．屈復〈論詩絕句〉二四首之一三。
△「煞費苦心」",指費盡心思，專心研究，達到他人所無法達到的境地。,用很多心思和時間努力研究，做到別人做不到的程度。
291,刻骨銘心,"刻在骨頭，刻在心上。形容感受深刻，難以忘懷。語本唐．李白〈上安州李長史書〉。
△「沒齒不忘」、「銘肌鏤骨」",形容感受深刻，難以忘懷。,那件事讓我印象很深，永遠記在心裡，忘不掉。
292,深謀遠慮,"計畫周密而慮事深遠。◎語出漢．賈誼〈過秦論上〉。
△「深思熟慮」",計畫周密而慮事深遠。,會把事情想清楚，也會想好以後要怎麼做並準備好。
293,魂不附體,"魂魄脫離肉體。語本《南史．卷三二．徐嗣伯列傳》。後用「魂不附體」形容驚嚇過度而心不能自主。
△「魂飛魄散」",形容驚嚇過度而心不能自主。,被嚇得整個人發抖、頭腦空白，不能控制自己。
294,入不敷出,"敷，足夠。收入不夠支出。※語或出清．朱彝尊《竹垞詩話．卷下．臣士下．倪嘉慶》。
△「寅吃卯糧」",收入不夠支出。,家裡賺的錢比花的少，常常不夠用，只好借或省錢。
295,十全十美,"十全，指治療十個人，十個人都能痊癒。※語或本《周禮．天官冢宰下．醫師》。後用「十全十美」比喻圓滿美好毫無缺陷的境界。
△「盡善盡美」",比喻圓滿美好毫無缺陷的境界。褒義。,用來形容事物或人非常完美，沒有一點缺點。
296,人山人海,"人群如山海般眾多，無法估計，形容人聚集得非常多。※語或出宋．西湖老人《西湖老人繁勝錄．諸行市》。
△「萬人空巷」",形容人聚集得非常多。,人山人海是很多人聚在一起，擠得走不動、看不清前面。
297,無微不至,"沒有細節不照顧到的，形容做事非常細心周到。靡，無。語本宋．魏了翁〈辭免督視軍馬乞以參贊軍事從丞相行奏劄〉。
△「無所不至」",形容做事非常細心周到。褒義。,對人照顧得很仔細，連每個小需要都會注意。
298,不遺餘力,"不保留一點力氣。形容竭盡全力，毫無保留。語出《戰國策．趙策三》。
△「盡心竭力」",形容竭盡全力，毫無保留。,把所有力氣都用光去做一件事，一點也不保留。
299,心平氣和,"心氣平和，不急不怒。語本《左傳．昭公二十年》。
△「平心靜氣」",形容心氣平和，不急不怒。,心裡很平靜，情緒穩定，不急也不生氣，能冷靜處理事情。
300,心血來潮,"思緒像浪潮般地突起。原指神仙對人事的感應與預知。※語或出《封神演義》第三四回。後用「心血來潮 」形容突然興起的念頭。
△「靈機一動」",形容突然興起的念頭。,突然冒出一個念頭，沒想過就想去做或試一試。
301,隨遇而安,"指能安於所處的環境。語本《石門文字禪．卷二二．舫齋記》。後亦用「隨遇而安」比喻安於現狀，不思長進。
△「安之若素」",比喻能安於所處的環境。＆比喻安於現狀，不思長進。,遇到什麼環境就能安心生活，也不太想改變現狀或努力進步。
302,神通廣大,"神通，原為佛教用語，指能清楚明白直接看見，知道一切遠時、遠地各種情況的一種神祕智力。「神通廣大」則指廣大之神力。※語或本《敦煌變文集新書．卷二．維摩詰經講經文》。後用「神通廣大」形容人的本領、手段高明巧妙。
△「三頭六臂」",形容本領、手段高明巧妙。,一個人本領很大，做事很厲害，能想出很多辦法解決問題。
303,孤苦伶仃,"「孤苦伶仃」之「伶仃 」，典源作「零丁 」。「零丁 」同「伶仃 」。形容孤單貧苦，無依無助。語本晉．李密〈陳情表〉。
△「孑然一身」、「形單影隻」",形容孤單貧苦，無依無助。,一個人又窮又沒有人可依靠，感到很無助和寂寞。
304,名不副實,"空有虛名，不合實際。＃語本《漢書．卷九九．王莽傳上》。
△「有名無實」",形容空有虛名，不合實際。,看起來很有名或很厲害，但實際能力很差，和說得不一樣。
305,爾虞我詐,"彼此互相詐騙。語本《左傳．宣公十五年》。後用「爾虞我詐」形容人與人之間的互相猜疑，玩弄欺騙手段。
△「易子而食」、「析骸以爨」、「鉤心鬥角」",形容人與人之間的互相猜疑，玩弄欺騙手段。,大家互相懷疑，互相用花招騙對方，沒有真心
306,義正辭嚴,"義理正當，措詞嚴厲。語本宋．歐陽修〈讀張李二生文贈石先生〉詩。
△「理直氣壯」、「義正辭約」、「辭順理正」",義理正當，措詞嚴厲。,當你有道理時，用嚴肅、堅定的語氣把對錯說清楚，讓人明白。
307,改邪歸正,"「改」、「歸」，典源分別作「背」、「向」。指改正錯誤的行為，返回正途。語本漢．應劭《漢官》。
△「棄暗投明」",指改正錯誤的行為，返回正途。,停止做壞事，改正錯誤，重新當個守規矩、可信任的人。
308,顧此失彼,"注意這個，卻忽略了那個。謂作戰時不能全面防守。語本《隋書．卷五七．薛道衡列傳》。後多用「顧此失彼」指做事時不能全面兼顧。
△「捉襟見肘」",指做事時不能全面兼顧。,你只顧一邊，另一邊就照顧不到，事情就會沒辦好
309,言聽計從,"指聽從某人說的話、出的計謀。形容某人深受信任。＃語本《史記．卷九二．淮陰侯列傳》。
△「百依百順」、「解衣推食」",形容某人深受信任。,大家很相信他，說的話和想法都照著做，不會懷疑。
310,困獸猶鬥,"被圍困的野獸尚且作最後的搏鬥。比喻處於絕境，仍然奮力抵抗。◎語出《左傳．宣公十二年》。
△「負嵎頑抗」",比喻處於絕境，仍然奮力抵抗。,在快要被打敗或沒路可走時，像被困住的動物仍然拼命反抗。
311,迥然不同,"迥然，相差很大的樣子。「迥然不同」指彼此不同，相差很大。※＃語或出宋．張戒《歲寒堂詩話》卷上。
△「截然不同」",彼此不同，相差很大。,形容兩件事或兩個人差別很大，看起來完全不一樣。
312,如出一轍,"轍，車輛駛過，車輪所留下的行跡。行徑相同，車轍一致。比喻前後所發生的事情非常相似。◎語出宋．洪邁《容齋續筆．卷一一．名將晚謬》。
△「一模一樣」",比喻非常相像，幾乎沒有差別。,用來說兩件事很像，幾乎沒有差別，很難分辨。
313,歡天喜地,"非常歡喜高興的樣子。※語或出《京本通俗小說．錯斬崔寧》。
△「歡欣鼓舞」",非常歡喜高興的樣子。,高興到整個人又跳又笑，心裡像放煙火一樣。
314,循規蹈矩,"遵守禮法，不踰越法度。語本《隋書．卷一四．音樂志中》。
△「安分守己」",遵守禮法，不踰越法度。,遵守規則和禮貌，不做超出規定或讓別人不舒服的事。
315,唯唯諾諾,"連聲稱是。比喻順從而無所違逆。語本《韓非子．八姦》。
△「唯命是聽」",比喻順從而無所違逆。貶義。,一直討好別人、連聲答應，不敢反對也沒主見。
316,孑然一身,"孑然，孤獨的樣子。「孑然一身」形容孤獨一個人。語本《三國志．卷五七．吳書．虞陸張駱吾朱傳．陸瑁》。
△「形單影隻」、「孤苦伶仃」",形容孤獨一個人。,一個人孤單，沒有親人或朋友在身邊，自己一個人面對事情。
317,氣壯山河,形容氣勢如高山大河般雄壯豪邁。語本唐．張說〈洛州張司馬集序〉。,形容氣勢如高山大河般雄壯豪邁。,形容人的氣勢很雄偉、有力量，像大山大河一樣。
318,不同凡響,"「不同凡響」典源作「非凡響」，意謂不是平凡的音樂。後用來比喻特出、不平凡的人或事物。※語或本唐．程太虛〈漱玉泉〉詩。
△「不同凡庸」、「與眾不同」",比喻特出、不平凡的人或事物。褒義。,形容人或事很厲害，很不一樣，讓大家記得很久。
319,骨瘦如柴,"人身骨架瘦得露出來，根根像木材一樣。形容非常消瘦的樣子。語出敦煌變文《維摩詰經講經文》。
△「形銷骨立」",形容非常消瘦的樣子。,形容人瘦到骨頭都看得見，像乾枯的木棍一樣，沒有力氣。
320,理直氣壯,"理由正大、充分，則氣盛勢壯而無所畏懼。※＃語或出《喻世明言．卷三一．鬧陰司司馬貌斷獄》。
△「詞強理直」、「振振有辭」、「義正辭嚴」",理由正大、充分，則氣勢壯盛而無所畏懼。,有充分合理的理由，就能有自信、不怕別人反對地講清楚。
321,星羅棋布,"如羅列在天上的群星、分布在棋盤上的棋子。形容布列繁密。語本《後漢書．卷四○．班彪列傳上》。
△「鱗次櫛比」",形容布列繁密。,形容東西像天上的星星或棋子一樣，分布得又多又密。
322,依然故我,"依舊和從前的我一樣，指情況依舊，沒有任何變化。※語或出宋．陳著〈賀新郎．北馬飛江過〉詞。
△「依然如故」",指情況依舊，沒有任何變化。,還像以前一樣，人的個性或事情沒有改變，和以前沒什麼不同。
323,大庭廣眾,"「大庭廣眾」典源作「廣庭大眾」。廣，大同義。「大庭廣眾」指人多且公開的場合。＃語本《公孫龍子．跡府》。
△「眾目睽睽」",公開而人多的場合。,在很多人面前、公開的地方，大家都能看到發生的事。
324,鬼使神差,"冥冥中有鬼神相助。比喻被莫名力量驅使而不由自主。＃語出元．李致遠《還牢末》第四折。
△「陰錯陽差」",比喻被莫名力量驅使而不由自主。,感覺像被看不見的力量推著做事，自己控制不了。
325,粗枝大葉,"「粗枝大葉」之「粗」，典源作「麤」。「麤」同「粗」。簡略概括。※語或本《朱子語類．卷七八．尚書一．綱領》。後用「粗枝大葉」比喻疏略，做事不細密。亦用於比喻大體的輪廓。
△「粗心大意」",簡略概括。＆比喻疏略，做事不細密。＆比喻大體的輪廓。,做事不仔細，常只講大概，細節常被忽略掉。
326,相得益彰,"「相得益彰」之「彰」，典源作「章」。指互相配合、映襯，更能顯出各自的優點。語本漢．王襃〈聖主得賢臣頌〉。
△「相映成趣」、「聚精會神」",指互相配合、映襯，更能顯出各自的優點。,兩樣東西或兩個人互相配合，會讓彼此的優點更明顯、更突出。
327,心如刀割,"謂內心痛苦，像被刀割一樣。語本漢．蔡邕〈太傅胡廣碑〉。
△「肝腸寸斷」",內心痛苦像被刀割一樣。,心裡痛得像被刀割，難過到想哭也笑不出來呢
328,心滿意足,"心理滿足如意。語本《漢書．卷九九．王莽傳中》。
△「稱心如意」",心理滿足如意。,心裡感到很滿足、很高興，不想再多要其他東西。
329,名列前茅,"茅，通「旄」。旄，旄牛。前茅，古代行軍打仗時，前行的兵士所拿的竿頂用旄牛尾裝飾的指揮旗幟。一說茅即茅草，春秋時代楚國行軍，有人拿著茅草當旗幟走在軍隊前面，或擔任斥候。「名列前茅」，指其名列於隊伍前面。語本《左傳．宣公十二年》。後用「名列前茅」比喻成績優異，名次排在前面。
△「獨占鰲頭」",比喻成績優異，名次排在前面。,在考試或比賽中成績很好，名次在最前面或前幾名。
