idiom,original_definition
初出茅廬,"初次離開隱居的茅屋。語本《三國演義》第三九回。後用「初出茅廬」比喻初入社會，缺乏歷練。
△「三顧茅廬」"
當頭棒喝,佛教禪宗接引弟子時，常用棒一擊或大聲一喝，促其領悟。典出《五燈會元．卷一一．臨濟義玄禪師》。比喻使人立即醒悟的警示。
完璧歸趙,"藺相如奉使秦國，交涉以和氏璧換取秦國十五城時，識破秦國的詭詐，用計使璧安然回到趙國。語本《史記．卷八一．廉頗藺相如列傳》。後用「完璧歸趙」比喻物歸原主。
△「怒髮衝冠」、「價值連城」"
三緘其口,嘴巴加了三道封條。形容說話謹慎或不說話。＃語出漢．劉向《說苑．卷一○．敬慎》。
從容不迫,沉著鎮定不慌張。語本《莊子．秋水》。
九牛一毛,"九頭牛身上的一根毫毛。比喻極大數量中的一小部分。語本《漢書．卷六二．司馬遷傳》。
△「滄海一粟」"
滄海遺珠,被採珠人遺漏在大海的珍珠。比喻被埋沒的人才或被人忽視的珍貴事物。＃語出《新唐書．卷一一五．狄仁傑列傳》。
鐵面無私,"公正嚴明而不偏私。※語或出《說呼全傳》第三七回。
△「大公無私」、「鐵面御史」"
望眼欲穿,"眼睛都快望穿了，形容盼望極其深切。※＃語或本唐．杜甫〈寄岳州賈司馬六丈巴州嚴八使君兩閣老五十韻〉詩。
△「望穿秋水」"
爐火純青,原指道家煉丹，爐火出現純青的火焰時，就煉成功了。※語或本唐．孫思邈〈四言〉詩。後用「爐火純青」比喻學問、技術、功夫等到達精純完美的境地。
魚目混珠,"以魚的眼珠混充珍珠。比喻以假亂真。＃語本《韓詩外傳》。
△「濫竽充數」"
駕輕就熟,駕著輕便的車走熟悉的路。比喻對事情很熟悉，做起來很輕鬆。語本唐．韓愈〈送石處士序〉。
鴉雀無聲,"形容非常寂靜。※＃語或本宋．蘇軾〈絕句〉詩三首之三。_x000D_
△「萬籟俱寂」"
舉棋不定,本指拿著棋子，不能決定下一步怎樣下。比喻做事猶豫不決，拿不定主意。語出《左傳．襄公二十五年》。
痛定思痛,事後追思當時所遭的痛苦，也不知如何處理，而更加傷心。語本唐．韓愈〈與李翱書〉。後也用「痛定思痛」比喻吸取慘痛教訓，警惕未來。
黔驢技窮,"老虎了解驢子再無其他技能後，立刻撲上去吃了牠。比喻人拙劣的技能已經用完，再也無計可施了。典出唐．柳宗元〈三戒．黔之驢〉。_x000D_
△「龐然大物」"
孜孜不倦,"孜孜，勤勉不懈。「孜孜不倦」指勤勉而不知疲倦。◎語本《書經．益稷》。
△「亹亹不倦」"
生吞活剝,"喜歡剽竊名士詩文，而遭人譏諷。語本唐．劉肅《大唐新語．卷一三．諧謔》。後用「生吞活剝」比喻做學問或學習某事，只一味襲用他人的經驗或成果，而不求甚解。亦用於不加烹煮而食。
△「囫圇吞棗」"
暴虎馮河,"暴，徒手搏鬥。馮，徒步渡河。「暴虎馮河」指不用武器，空手與虎搏鬥；不靠舟船，徒步渡河。＃語本《詩經．小雅．小旻》。後用「暴虎馮河」比喻人做事有勇而無謀。_x000D_
△「如履薄冰」、「如臨深淵」、「戰戰兢兢」、「臨深履薄」"
喋喋不休,喋喋，話多。「喋喋不休」形容話多，沒完沒了。◎語本《史記．卷一○二．張釋之馮唐列傳．張釋之》。
四海為家,"四海，古代認為中國四周環海，以四海比喻四方，泛指全國各處。「四海為家」形容帝業宏大，富有四海，天下一家。＃語出《史記．卷八．高祖本紀》。後轉用「四海為家」形容志向遠大或比喻人漂泊不定，居無定所。
△「四海一家」"
請君入甕,指唐代酷吏來俊臣用周興自己想的方法刑求他，要周興進到以火燒熱的大甕裡。＃典出唐．張鷟《朝野僉載》。後用「請君入甕」比喻以其人之法，還治其人之身。亦用於比喻使人陷入已設計好的圈套。
聞雞起舞,一聽到雞啼聲，立即起床操練武藝。典出《晉書．卷六二．祖逖列傳》。後用「聞雞起舞」比喻把握時機，及時奮起行動。
倒行逆施,不按照情理行事。＃語本《史記．卷六六．伍子胥列傳》。後用「倒行逆施」比喻胡作非為的罪惡行徑。
差強人意,本義是還真是能夠振奮人心。＃語出《東觀漢記．卷八．列傳．吳漢》。後用「差強人意」比喻雖然不夠好，但大體上還能讓人滿意。
談虎色變,曾被虎傷過的人，一談到老虎就嚇得變了臉色。典出《二程集．河南程氏遺書．卷二上》。後用「談虎色變」比喻一提及某事就非常害怕。
禮尚往來,"禮節上注重有來有往。指別人以禮相待，也要以禮回報。語出《禮記．曲禮上》。後亦用「禮尚往來」形容別人如何對待你，你亦如何對待別人。
△「投桃報李」"
節外生枝,枝節上又生出分枝。比喻事外復生事端。＃語出《圓悟佛果禪師語錄》卷一。
高朋滿座,高貴的賓客坐滿了席位。形容賓客眾多。＃語出唐．王勃〈秋日登洪府滕王閣餞別序〉。
腳踏實地,比喻做事切實穩健。語出宋．邵伯溫《邵氏聞見錄》卷一八。
前功盡棄,"指以前辛苦獲得的成果，全部廢棄。◎語本《戰國策．西周策》。_x000D_
△「功虧一簣」、「百步穿楊」、「百發百中」"
招搖過市,指故意在人多的地方炫耀自己，以引人注意。語本《史記．卷四七．孔子世家》。
井底之蛙,"住在井底的青蛙。比喻見識淺薄的人。語本《莊子．秋水》。
△「一孔之見」、「一隅之見」"
梁上君子,竊賊的代稱。＃語出晉．華嶠《後漢書》。
畫龍點睛,畫了龍後，為其點上眼睛，龍便乘雲飛去。比喻繪畫、作文時在最重要之處加上一筆，使全體更加生動傳神。＃典出晉．王嘉《拾遺記．卷四．秦始皇》。後亦用「畫龍點睛」比喻做事能握要點，讓整件事更加圓滿。
五十步笑百步,"作戰時，敗退五十步的人譏笑敗退一百步的人膽小。比喻自己和別人有同樣的缺點或錯誤，卻自以為是而譏笑別人。典出《孟子．梁惠王上》。_x000D_
△「棄甲曳兵」"
寄人籬下,"寄居他人屋下生活，不能自立。比喻作品因襲循守舊，依託他人，不能自創一格。＃語出《南齊書．卷四一．張融列傳》。
△「仰人鼻息」、「寄人廡下」、「寄食門下」"
開源節流,開發財源，節省支出，以儲蓄財力。語本《荀子．富國》。
既往不咎,對過去的錯誤不再追究責難。語出《論語．八佾》。
興高采烈,文章旨趣高超，辭采峻切犀利。語出南朝梁．劉勰《文心雕龍．體性》。後用「興高采烈」形容興致勃勃，情緒熱烈的樣子。
張冠李戴,把姓張的帽子誤戴到姓李的頭上。＃語本宋．錢希言《戲瑕．卷三．張公喫酒李公醉》。後用「張冠李戴」比喻認錯對象或弄錯事情。
不入虎穴，焉得虎子,不深入老虎的巢穴，無法捉到小老虎。比喻想要達到目標就必須深入冒險。＃語本《東觀漢記．卷一六．班超傳》。
匹夫之勇,匹夫，一個人。「匹夫之勇」指個人逞血氣之勇。形容人有勇無謀。＃語出《國語．越語上》。
食言而肥,經常把說出來的話都吃下去，因而變得肥胖。比喻經常說話不守信用。語本《左傳．哀公二十五年》。
伯仲之間,伯仲，兄弟間排行的次序。「伯仲之間」形容人才能相當，不相上下。語出三國魏．文帝〈典論論文〉。
走投無路,無路可走。形容處境窘困。※語或出元．楊顯之《瀟湘雨》第三折。
呼風喚雨,有召喚風雨的法力。※語或出宋．孫覿〈罨畫谿行〉詩四首之一。後亦用「呼風喚雨」來比喻人神通廣大、影響力深遠。
茅塞頓開,被茅草阻塞的山路，豁然開通了。比喻閉塞的心思，頓時豁然了悟。語本《孟子．盡心下》。
生靈塗炭,"生靈，人民、百姓。「生靈塗炭」指人民生活陷於泥沼和炭火之中。形容人民處於極端艱苦的困境。語出《晉書．卷一一五．苻丕載記》。_x000D_
△「民不聊生」、「民墜塗炭」"
登峰造極,本指登上山峰，到達絕頂。比喻成就達到極點或造詣高深精絕。＃語出南朝宋．劉義慶《世說新語．文學》。
正襟危坐,整理服裝儀容，端正坐好。形容莊重誠敬的樣子。語出《史記．卷一二七．日者列傳》。
順水推舟,"順著水流推船。比喻順應情勢行事。※語或本《四字經．戊己》。
△「因勢利導」"
節衣縮食,縮，節省。形容生活節儉。語本《史記．卷一二九．貨殖列傳．白圭》。
招搖撞騙,形容憑藉他人名聲，到處炫耀、詐騙。※語或出《紅樓夢》第一○六回。
杯盤狼藉,狼藉，凌亂的樣子。「杯盤狼藉」形容宴飲進行或結束時，杯盤散亂的情形。語出《史記．卷一二六．滑稽列傳．淳于髡》。
游刃有餘,"即「遊刃有餘」。見「遊刃有餘」條。01.晉．孫盛〈老聃非大賢論〉：「茍得其道，則游刃有餘，觸地元吉，何違天心于戎貊？」02.《螢窗異草．卷三．青眉》：「儂視君之業，雖未能游刃有餘，而尚可以進乎技。」<a name=""游刃皆虛"">　</a>"
懸崖勒馬,「懸崖勒馬」之「懸」，典源作「臨」。臨到懸崖時，緊勒住馬，不繼續前進。比喻到了危險的邊緣而及時回頭。※語或本元．鄭光祖《智勇定齊》第三折。
肆無忌憚,形容人恣意妄為，毫無顧忌。語本《禮記．中庸》。
手不釋卷,手裡總是拿著書卷。形容人勤奮好學。＃語出三國魏．文帝《典論．自敘》。
不足掛齒,"不值得放在嘴上。指人或事物輕微，不值得一提。表示輕視或謙虛。
＃語本《史記．卷九九．劉敬叔孫通列傳．叔孫通》。
△「不足齒數」"
不識時務,"比喻不知利用時運以求通達。語出《後漢書．卷三六．鄭范陳賈張列傳．張霸》。後亦用「不識時務」形容不了解眼前狀況的愚魯態度。_x000D_
△「不知時變」"
石破天驚,形容樂器彈奏出來的聲音激越高亢，驚天動地。語出唐．李賀〈李憑箜篌引〉。後用「石破天驚」形容事物或言論新奇驚人。
覆水難收,"已經潑出去的水很難收回。比喻離異的夫妻很難再復合。
＃典出宋．王楙《野客叢書．卷二八．心堅石穿覆水難收》。後亦用「覆水難收」比喻既定的事實很難再改變。
△「反水不收」"
七上八下,"(一)形容心情起伏不定、忐忑不安。※語或出《大慧普覺禪師語錄．卷二一．示呂機宜》。_x000D_
(二)或七之上，或八之下。形容普通而不出眾。※語或出宋．趙令畤《侯鯖錄》卷七。"
束手無策,束，捆住。策，計策。捆住雙手，無計策可施。比喻面對問題時，毫無解決的辦法。語本《集異記》。
心心相印,"指禪宗修行者，師徒不須經由文字、言語的傳達，即能兩心契合，互通禪理。
＃語本《黃檗山斷際禪師傳心法要》。後用「心心相印」比喻彼此心意互通。"
空穴來風,有空穴，就會把風招來。＃語出戰國楚．宋玉〈風賦〉。後用「空穴來風」比喻事出有因，流言乘隙而入。或比喻憑空捏造不實的傳言。
步步為營,軍隊前進一程，就建立一個營壘，嚴防敵人攻擊。※語或出《三國演義》第七一回。後用「步步為營」比喻行動謹慎，防備周全。
心照不宣,彼此心裡明白，不必言語說明。語本晉．潘岳〈夏侯常侍誄〉。
一介不取,一枝小草也不隨便拿別人的。語本《孟子．萬章上》。後用「一介不取」形容人的操守非常清廉。
人云亦云,"別人說什麼，自己也隨聲附和。※語或出宋．蘇軾〈次韻定慧欽長老見寄〉詩八首之二。後用「人云亦云」形容沒有獨自的見解，只會盲從跟隨。
△「拾人牙慧」、「拾人涕唾」"
力透紙背,寫字時，運筆的力量穿透到紙的另一面。形容人的書法遒勁有力。語本唐．顏真卿〈張長史十二意筆法記〉。後亦用「力透紙背」形容文章立意深刻有力。
成竹在胸,即「胸有成竹」。見「胸有成竹」條。
小心翼翼,形容舉止十分謹慎，不敢懈怠疏忽。◎語出《詩經．大雅．大明》。
一目十行,一次可同時閱讀十行文字。形容閱讀速度的快速。※＃語或本漢．孔融〈汝潁優劣論〉。
