編號,成語,釋義,用法說明-語義說明,三歲版解釋
492,功敗垂成,指事情在即將成功時卻失敗了。原語如加「於」和「之時」三字，成為「功敗（於）垂成（之時）」，意義就很容易理解。垂，「將近」之意。語出《晉書．卷七九．謝安列傳》。,指事情在即將成功時卻失敗了。,事情快要成功了，結果在最後關頭失敗，前面努力都白費了。
493,旁若無人,"對身旁的人視若無睹，形容說話舉動毫無顧忌。語出《史記．卷八六．刺客列傳．荊軻》。後亦用「旁若無人」形容態度高傲。
△「目中無人」、「目空一切」",形容說話舉動毫無顧忌。＆形容態度高傲。,在別人面前毫不在意，說話、做事不顧別人感受，很自大。
494,青梅竹馬,"竹馬，小孩夾在胯下當成馬騎的竹竿，有時會加上一個馬頭模型。「青梅竹馬」形容小兒女天真無邪的結伴嬉戲。語本唐．李白〈長干行〉二首之一。後用「青梅竹馬」比喻從小就相識的同伴。
△「兩小無猜」",指從小就相識的同伴。,從很小認識、常常一起玩、感情很好的朋友長大還是朋友
495,五體投地,本為古印度最恭敬的致敬儀式，指雙膝雙肘及頭五處著地，佛教徒沿用以禮敬三寶（佛、法、僧）。※語出《大佛頂首楞嚴經》卷一。後用「五體投地」比喻非常欽佩對方。,致敬儀式，指雙膝雙肘及頭五處著地，佛教徒沿用以禮敬三寶。＆比喻非常欽佩。,雙膝雙肘和額頭貼地跪拜，表示很佩服或敬重別人。
496,強詞奪理,「強詞奪理」之「奪」，典源作「昧」。形容沒有道理卻強為狡辯，硬說成有理。語本唐．神清《北山錄．卷三．合霸王》。,比喻人沒有道理卻強自狡辯。,明明沒道理，卻硬要說自己有理，還不停辯解。
497,投鞭斷流,把兵士的馬鞭都投到江裡，就能截斷水流。比喻軍旅眾多，兵力強大。＃語本北魏．崔鴻《前秦錄》。,比喻軍旅眾多，兵力強大。,說的是軍隊很多、力量很強，能用人多把敵人打敗。
498,天花亂墜,「天花亂墜」之「花」，典源作「華」。「華」同「花」。傳說佛祖講經說法，感動了天神，把各色香花從空中紛紛撒下。＃典出《心地觀經．卷一．序品偈》。後亦用「天花亂墜」形容說話動聽，但多浮誇不切實際。,形容說話動聽，或浮誇不切實際。,說得很動聽，聽起來很美，但常常誇張、不太可信。
499,不速之客,速，邀請。「不速之客」指沒有邀請就自己來的客人。語出《易經．需卦》,沒有邀請就自己來的客人。,沒有被邀請就自己到別人家或聚會的客人，會讓人覺得突然而不方便。
500,勢不兩立,"依形勢是不能並存的。比喻敵對的雙方不能同時並存。＃◎語出《戰國策．楚策一》。
△「不共戴天」",比喻敵對的雙方不能同時並存。,兩邊互相對立，沒法一起存在，最後只能一方勝出。
501,開誠布公,"敞開胸懷，提出公正客觀的見解。比喻誠意待人，坦白無私。語本《三國志．卷三五．蜀書．諸葛亮傳》。
△「開心見誠」",比喻誠意待人，坦白無私。,用真心跟別人說清楚，公正不私心，不藏話也不欺騙，讓人放心。
502,一絲不苟,一絲，一點點。苟，隨便、草率。「一絲不苟」形容做事認真，一點也不馬虎。※語或本《周禮．地官．大司徒》。,形容做事認真，一點也不馬虎。,做事很認真，連最小的地方也不馬虎，一點也不放過
503,力不從心,心裡想做某事，力量卻無法達到。※◎語或本漢．班昭〈為兄超求代疏〉。,心裡想做某事，力量卻無法達到。,想幫忙或想做好，可是力氣或能力不夠，做不成。
504,撲朔迷離,指兔子雌雄的特性。語本古辭〈木蘭詩〉二首之一。但因雌雄兩兔在一起奔跑時，難以分辨，因此後用「撲朔迷離」形容事物錯綜複雜，難以驟然明瞭真相。亦用於形容景色迷濛。,形容事物錯綜複雜，難以驟然明瞭真相。＆形容景色迷濛。,用來說事情很亂、真相看不清，也形容景色霧濛濛。
505,舉足輕重,一舉腳就會影響兩邊的輕重。形容所居地位極為重要，一舉一動皆足以影響全局。語本《後漢書．卷二三．竇融列傳》。,形容所居地位極為重要，一舉一動皆足以影響全局。,他在團隊裡地位很重要，他一個動作就能改變整個情況。
506,再接再厲,"「再接再厲」之「厲」，典源作「礪」，音義同。本謂公雞相鬥，再次交戰前都要先把嘴磨利。比喻勇往直前，不因挫折而懈怠。語本唐．韓愈等〈鬥雞聯句〉。
△「再接再捷」",比喻勇往直前，不因挫折而懈怠。,遇到困難也不放棄，繼續努力嘗試，從錯誤中學習成長
507,姍姍來遲,形容女子遲步緩來的樣子。語本《漢書．卷九七．外戚傳上．孝武李夫人》。後亦用「姍姍來遲」形容人或事物不依時出現，害人苦等。,形容女子遲步緩來的樣子。＆形容人或事物不依時出現，害人苦等。,慢慢走過來，來得很晚，讓等的人又擔心又生氣。
508,明日黃花,「明日黃花」的「明日」，泛指九月九日重陽節過後；「黃花」，即菊花。「明日黃花」指錯過重陽節時令賞菊就將毫無興味。◎語出宋．蘇軾〈九日次韻王鞏〉詩。後用「明日黃花」比喻過時的事物。,比喻過時的事物。,指已經過時、錯過時機而沒什麼人有興趣的事物。
509,迎刃而解,"迎著刀刃的竹子，會順著刀勢裂開。比喻戰事進展順利。語出《晉書．卷三四．杜預列傳》。後用「迎刃而解」形容相連的事物很容易分解，亦用來比喻事情很容易處理。
△「勢如破竹」",比喻相連的事物很容易分開。＆比喻事情很容易解決。,像把刀切開竹子，一刀下去，連著的部分就容易分開。也可說事情很容易處理。
510,非驢非馬,既不像驢，也不像馬。比喻事物不倫不類。語本《漢書．卷九六．西域傳下》。,比喻事物不倫不類。,看起來又不像驢又不像馬，讓人分不清，感覺怪怪的。
511,百發百中,"每發一箭，都能射中。形容射擊技術高超，絕無虛發。＃語出《戰國策．西周策》。後亦用「百發百中」形容技術高妙，能命中目標。或形容料事、用計、施藥等相當準確。
△「百步穿楊」、「前功盡棄」",形容技術高妙，能命中目標。＆形容料事、用計、施藥等相當準確。,每一次做事或射箭都能準確命中目標，不會失敗也不浪費力氣。
512,罄竹難書,罄，音ㄑㄧㄥˋ，用盡。「罄竹難書」指即使把所有竹子做成竹簡拿來書寫，也難以寫盡。形容災亂異象極多，無法一一記載。＃語本《呂氏春秋．季夏紀．明理》。後用「罄竹難書」形容罪狀極多。,形容罪狀極多。貶義。,壞事太多，多到把所有竹子做成書也寫不完。
513,自作自受,"自己做錯事，由自己承擔不良後果。※＃語或出敦煌變文《目連緣起》。
△「自作自當」",自己做了錯事，由自己承擔不良後果。貶義。,自己做了錯事，受到的麻煩或懲罰要自己承擔。
514,自暴自棄,"自我蹧蹋和自我放棄，本指言行違背仁義。語本《孟子．離婁上》。後用「自暴自棄」指自甘墮落，不求上進。
△「妄自菲薄」",指自甘墮落，不求上進。,不再用心努力，覺得沒希望，任憑自己越來越差。
515,高枕無憂,"墊高枕頭，無憂無慮地睡覺。形容身心安適，無憂無慮。◎語本《戰國策．齊策四》。
△「四分五裂」、「狡兔三窟」",形容身心安適，無憂無慮。,感覺很安全，沒有煩惱，能放心睡覺和過日子。
516,家喻戶曉,「家喻戶曉」典源作「戶告人曉」，意為告訴家家戶戶知曉。＃語本漢．劉向《列女傳．卷五．梁節姑姊》。後來引申為家家戶戶都知曉，形容事情、名聲傳播極廣。,形容事情、名聲傳播極廣。,每家每戶都知道，某人或某事很有名，傳得很廣。
517,安步當車,悠閒安穩地走路，當作是乘車。比喻安貧樂賤。語出《戰國策．齊策四》。後用「安步當車」形容態度悠閒從容。,比喻安貧樂賤。＆形容態度悠閒從容。,悠閒地慢慢走，把走路當坐車，對簡單的生活很滿足。
518,一見如故,初次見面就相處融洽，如同老朋友一般。※＃語或本《左傳．襄公二十九年》。,初次見面就相處融洽，如同老朋友一般。,剛認識就很合得來，好像老朋友一樣，聊天很自然很舒服
519,小巫見大巫,小巫師見到大巫師，相形見絀，法術無法施展。＃語出《莊子》逸文。後用「小巫見大巫」比喻能力相差甚遠，無法相提並論。,比喻相形見絀，無法相提並論。,兩人能力差很多，弱的一方看起來很普通，做不出同樣的事。
520,怒髮衝冠,"憤怒得頭髮直豎頂起帽子。形容盛怒的樣子。◎＃語本《史記．卷八一．廉頗藺相如列傳》。
△「完璧歸趙」",形容盛怒的樣子。,氣得頭髮直豎，臉都紅起來，好像要把帽子頂起來。
521,一塵不染,本指佛家修道的人，不被六塵（色、聲、香、味、觸、法）所玷汙。語出《景德傳燈錄．卷三．弘忍大師》。後用「一塵不染」泛指人品純潔，絲毫不沾染壞習氣。也用於形容非常乾淨，一點灰塵都沒有。,佛家修道的人，不被六塵（色、聲、香、味、觸、法）所玷汙。＆比喻人品純潔，絲毫不沾染壞習氣。＆形容非常乾淨，一點灰塵都沒有。,形容人心地很清白，完全沒有壞習慣，也能表示東西非常乾淨。
522,愚公移山,傳說北山愚公苦於家門前有太形、王屋二山阻攔出路，因而率領子孫挖掘土石，決心鏟平二山。典出《列子．湯問》。後用「愚公移山」比喻努力不懈，終能達成目標。或比喻效率不佳。,比喻努力不懈，終能達成目標。＆比喻效率不佳。,形容一直努力不放棄，最後能完成大事；也有做事方式很慢、浪費力氣的意思。
523,口蜜腹劍,"口中有蜜，肚子裡卻藏著劍。比喻一個人嘴上說得好聽，事實上卻內心險惡，處處想陷害別人。語本五代周．王仁裕《開元天寶遺事．肉腰刀》。
△「笑裡藏刀」",比喻一個人嘴上說得好聽，事實上卻內心險惡，處處想陷害別人。,嘴巴說得很甜，很會奉承，心裡卻想害你，會暗中設計傷害別人。
524,不寒而慄,「不寒而慄」之「慄」，典源作「栗」。「栗」通「慄」。雖不寒冷仍發抖。形容內心恐懼極至。語本《史記．卷一二二．酷吏列傳．義縱》。,形容內心恐懼極至。,明明不冷，卻因為非常害怕而全身發抖，心裡很不安。
525,別開生面,原指重新描繪舊畫像，而使原已褪色的面貌變得鮮明、生動。語本唐．杜甫〈丹青引贈曹將軍霸〉詩。後用「別開生面」比喻另外開創新的局面、風格、形式。,比喻另外開創新的局面、風格、形式。,用新的方法或樣子，開創不同的局面，讓人覺得新奇。
526,枕戈待旦,枕著武器等待天明。形容殺敵報國之心急切，隨時準備作戰。＃語出晉．孫盛《晉陽秋》。後用「枕戈待旦」形容人全神戒備，絲毫不敢鬆懈。,形容殺敵報國之心急切，隨時準備作戰。＆形容人全神戒備，絲毫不敢鬆懈。,抱著武器守夜，天一亮就準備打仗，隨時不鬆懈。
527,事半功倍,"事情只用古人一半的心力，而功效加倍。形容費力少而收效大。語本《孟子．公孫丑上》。後用「事半功倍」比喻工作效率高。
△「以解倒懸」、「事倍功半」、「飢不擇食」、「渴不擇飲」",形容費力少而收效大。,用比較少的力氣，就能做出更多成果、效果更好。
